year,destination,origin,type,Value
2014,Ireland,Morocco,Asylum-seekers,12
2014,Ireland,Morocco,Refugees (incl. refugee-like situations),10
2014,Ireland,Rep. of Moldova,Asylum-seekers,40
2014,Ireland,Rep. of Moldova,Refugees (incl. refugee-like situations),106
2014,Ireland,Mexico,Asylum-seekers,*
2014,Ireland,Mexico,Refugees (incl. refugee-like situations),
2014,Ireland,The former Yugoslav Republic of Macedonia,Asylum-seekers,*
2014,Ireland,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),10
2014,Ireland,Mali,Asylum-seekers,*
2014,Ireland,Mali,Refugees (incl. refugee-like situations),7
2014,Ireland,Myanmar,Asylum-seekers,*
2014,Ireland,Myanmar,Refugees (incl. refugee-like situations),8
2014,Ireland,Montenegro,Asylum-seekers,
2014,Ireland,Montenegro,Refugees (incl. refugee-like situations),6
2014,Ireland,Mongolia,Asylum-seekers,*
2014,Ireland,Mongolia,Refugees (incl. refugee-like situations),*
2014,Ireland,Mozambique,Asylum-seekers,*
2014,Ireland,Mozambique,Refugees (incl. refugee-like situations),7
2014,Ireland,Mauritania,Asylum-seekers,*
2014,Ireland,Mauritania,Refugees (incl. refugee-like situations),*
2014,Ireland,Mauritius,Asylum-seekers,35
2014,Ireland,Mauritius,Refugees (incl. refugee-like situations),6
2014,Ireland,Malawi,Asylum-seekers,116
2014,Ireland,Malawi,Refugees (incl. refugee-like situations),28
2014,Ireland,Malaysia,Asylum-seekers,5
2014,Ireland,Malaysia,Refugees (incl. refugee-like situations),*
2014,Ireland,Namibia,Asylum-seekers,
2014,Ireland,Namibia,Refugees (incl. refugee-like situations),*
2014,Ireland,Niger,Asylum-seekers,11
2014,Ireland,Niger,Refugees (incl. refugee-like situations),*
2014,Ireland,Nigeria,Asylum-seekers,614
2014,Ireland,Nigeria,Refugees (incl. refugee-like situations),426
2014,Ireland,Nepal,Asylum-seekers,13
2014,Ireland,Nepal,Refugees (incl. refugee-like situations),*
2014,Ireland,Pakistan,Asylum-seekers,459
2014,Ireland,Pakistan,Refugees (incl. refugee-like situations),117
2014,Ireland,Panama,Asylum-seekers,
2014,Ireland,Panama,Refugees (incl. refugee-like situations),*
2014,Ireland,Philippines,Asylum-seekers,5
2014,Ireland,Philippines,Refugees (incl. refugee-like situations),*
2014,Ireland,Poland,Asylum-seekers,
2014,Ireland,Poland,Refugees (incl. refugee-like situations),50
2014,Ireland,Dem. People's Rep. of Korea,Asylum-seekers,
2014,Ireland,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),*
2014,Ireland,Palestinian,Asylum-seekers,10
2014,Ireland,Palestinian,Refugees (incl. refugee-like situations),84
2014,Ireland,Romania,Asylum-seekers,*
2014,Ireland,Romania,Refugees (incl. refugee-like situations),323
2014,Ireland,Russian Federation,Asylum-seekers,16
2014,Ireland,Russian Federation,Refugees (incl. refugee-like situations),167
2014,Ireland,Rwanda,Asylum-seekers,20
2014,Ireland,Rwanda,Refugees (incl. refugee-like situations),59
2014,Ireland,Saudi Arabia,Asylum-seekers,*
2014,Ireland,Saudi Arabia,Refugees (incl. refugee-like situations),7
2014,Ireland,Sudan,Asylum-seekers,75
2014,Ireland,Sudan,Refugees (incl. refugee-like situations),201
2014,Ireland,Senegal,Asylum-seekers,*
2014,Ireland,Senegal,Refugees (incl. refugee-like situations),*
2014,Ireland,Sierra Leone,Asylum-seekers,20
2014,Ireland,Sierra Leone,Refugees (incl. refugee-like situations),52
2014,Ireland,Somalia,Asylum-seekers,58
2014,Ireland,Somalia,Refugees (incl. refugee-like situations),503
2014,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,22
2014,Ireland,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),191
2014,Ireland,Slovakia,Asylum-seekers,
2014,Ireland,Slovakia,Refugees (incl. refugee-like situations),23
2014,Ireland,Swaziland,Asylum-seekers,12
2014,Ireland,Swaziland,Refugees (incl. refugee-like situations),11
2014,Ireland,Seychelles,Asylum-seekers,*
2014,Ireland,Seychelles,Refugees (incl. refugee-like situations),
2014,Ireland,Syrian Arab Rep.,Asylum-seekers,11
2014,Ireland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),176
2014,Ireland,Chad,Asylum-seekers,*
2014,Ireland,Chad,Refugees (incl. refugee-like situations),*
2014,Ireland,Togo,Asylum-seekers,12
2014,Ireland,Togo,Refugees (incl. refugee-like situations),34
2014,Ireland,Thailand,Asylum-seekers,*
2014,Ireland,Thailand,Refugees (incl. refugee-like situations),*
2014,Ireland,Tajikistan,Asylum-seekers,
2014,Ireland,Tajikistan,Refugees (incl. refugee-like situations),12
2014,Ireland,Tunisia,Asylum-seekers,*
2014,Ireland,Tunisia,Refugees (incl. refugee-like situations),*
2014,Ireland,Turkey,Asylum-seekers,5
2014,Ireland,Turkey,Refugees (incl. refugee-like situations),13
2014,Ireland,United Rep. of Tanzania,Asylum-seekers,*
2014,Ireland,United Rep. of Tanzania,Refugees (incl. refugee-like situations),9
2014,Ireland,Uganda,Asylum-seekers,34
2014,Ireland,Uganda,Refugees (incl. refugee-like situations),29
2014,Ireland,Ukraine,Asylum-seekers,59
2014,Ireland,Ukraine,Refugees (incl. refugee-like situations),97
2014,Ireland,Uzbekistan,Asylum-seekers,*
2014,Ireland,Uzbekistan,Refugees (incl. refugee-like situations),23
2014,Ireland,Venezuela (Bolivarian Republic of),Asylum-seekers,20
2014,Ireland,Venezuela (Bolivarian Republic of),Refugees (incl. refugee-like situations),*
2014,Ireland,Viet Nam,Asylum-seekers,9
2014,Ireland,Viet Nam,Refugees (incl. refugee-like situations),5
2014,Ireland,Stateless,Asylum-seekers,
2014,Ireland,Stateless,Refugees (incl. refugee-like situations),7
2014,Ireland,Various/Unknown,Asylum-seekers,925
2014,Ireland,Various/Unknown,Refugees (incl. refugee-like situations),
2014,Ireland,Yemen,Asylum-seekers,*
2014,Ireland,Yemen,Refugees (incl. refugee-like situations),*
2014,Ireland,South Africa,Asylum-seekers,108
2014,Ireland,South Africa,Refugees (incl. refugee-like situations),41
2014,Ireland,Zambia,Asylum-seekers,*
2014,Ireland,Zambia,Refugees (incl. refugee-like situations),5
2014,Ireland,Zimbabwe,Asylum-seekers,263
2014,Ireland,Zimbabwe,Refugees (incl. refugee-like situations),157
2014,Iran (Islamic Rep. of),Afghanistan,Asylum-seekers,33
2014,Iran (Islamic Rep. of),Afghanistan,Refugees (incl. refugee-like situations),950000
2014,Iran (Islamic Rep. of),China,Asylum-seekers,*
2014,Iran (Islamic Rep. of),China,Refugees (incl. refugee-like situations),
2014,Iran (Islamic Rep. of),Iraq,Asylum-seekers,
2014,Iran (Islamic Rep. of),Iraq,Refugees (incl. refugee-like situations),32000
2014,Iran (Islamic Rep. of),Kuwait,Asylum-seekers,
2014,Iran (Islamic Rep. of),Kuwait,Refugees (incl. refugee-like situations),8
2014,Iran (Islamic Rep. of),Pakistan,Asylum-seekers,9
2014,Iran (Islamic Rep. of),Pakistan,Refugees (incl. refugee-like situations),10
2014,Iran (Islamic Rep. of),Tajikistan,Asylum-seekers,
2014,Iran (Islamic Rep. of),Tajikistan,Refugees (incl. refugee-like situations),*
2014,Iran (Islamic Rep. of),Uzbekistan,Asylum-seekers,
2014,Iran (Islamic Rep. of),Uzbekistan,Refugees (incl. refugee-like situations),7
2014,Iraq,Afghanistan,Asylum-seekers,131
2014,Iraq,Afghanistan,Refugees (incl. refugee-like situations),5
2014,Iraq,Albania,Asylum-seekers,*
2014,Iraq,Albania,Refugees (incl. refugee-like situations),
2014,Iraq,Bangladesh,Asylum-seekers,*
2014,Iraq,Bangladesh,Refugees (incl. refugee-like situations),
2014,Iraq,Bahrain,Asylum-seekers,*
2014,Iraq,Bahrain,Refugees (incl. refugee-like situations),
2014,Iraq,Algeria,Asylum-seekers,7
2014,Iraq,Algeria,Refugees (incl. refugee-like situations),
2014,Iraq,Egypt,Asylum-seekers,27
2014,Iraq,Egypt,Refugees (incl. refugee-like situations),
2014,Iraq,Eritrea,Asylum-seekers,*
2014,Iraq,Eritrea,Refugees (incl. refugee-like situations),
2014,Iraq,Ethiopia,Asylum-seekers,*
2014,Iraq,Ethiopia,Refugees (incl. refugee-like situations),*
2014,Iraq,France,Asylum-seekers,*
2014,Iraq,France,Refugees (incl. refugee-like situations),
2014,Iraq,Indonesia,Asylum-seekers,*
2014,Iraq,Indonesia,Refugees (incl. refugee-like situations),
2014,Iraq,India,Asylum-seekers,*
2014,Iraq,India,Refugees (incl. refugee-like situations),
2014,Iraq,Iran (Islamic Rep. of),Asylum-seekers,4248
2014,Iraq,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),11053
2014,Iraq,Iraq,Asylum-seekers,
2014,Iraq,Iraq,Refugees (incl. refugee-like situations),
2014,Iraq,Jordan,Asylum-seekers,10
2014,Iraq,Jordan,Refugees (incl. refugee-like situations),*
2014,Iraq,Kazakhstan,Asylum-seekers,*
2014,Iraq,Kazakhstan,Refugees (incl. refugee-like situations),
2014,Iraq,Kuwait,Asylum-seekers,11
2014,Iraq,Kuwait,Refugees (incl. refugee-like situations),
2014,Iraq,Lebanon,Asylum-seekers,5
2014,Iraq,Lebanon,Refugees (incl. refugee-like situations),
2014,Iraq,Morocco,Asylum-seekers,
2014,Iraq,Morocco,Refugees (incl. refugee-like situations),*
2014,Iraq,Monaco,Asylum-seekers,6
2014,Iraq,Monaco,Refugees (incl. refugee-like situations),
2014,Iraq,Pakistan,Asylum-seekers,85
2014,Iraq,Pakistan,Refugees (incl. refugee-like situations),
2014,Iraq,Philippines,Asylum-seekers,*
2014,Iraq,Philippines,Refugees (incl. refugee-like situations),
2014,Iraq,Palestinian,Asylum-seekers,90
2014,Iraq,Palestinian,Refugees (incl. refugee-like situations),9246
2014,Iraq,Saudi Arabia,Asylum-seekers,11
2014,Iraq,Saudi Arabia,Refugees (incl. refugee-like situations),
2014,Iraq,Sudan,Asylum-seekers,791
2014,Iraq,Sudan,Refugees (incl. refugee-like situations),
2014,Iraq,Somalia,Asylum-seekers,8
2014,Iraq,Somalia,Refugees (incl. refugee-like situations),*
2014,Iraq,Syrian Arab Rep.,Asylum-seekers,1225
2014,Iraq,Syrian Arab Rep.,Refugees (incl. refugee-like situations),234196
2014,Iraq,Tunisia,Asylum-seekers,6
2014,Iraq,Tunisia,Refugees (incl. refugee-like situations),
2014,Iraq,Turkey,Asylum-seekers,1771
2014,Iraq,Turkey,Refugees (incl. refugee-like situations),16637
2014,Iraq,Uganda,Asylum-seekers,*
2014,Iraq,Uganda,Refugees (incl. refugee-like situations),
2014,Iraq,Ukraine,Asylum-seekers,*
2014,Iraq,Ukraine,Refugees (incl. refugee-like situations),
2014,Iraq,Yemen,Asylum-seekers,16
2014,Iraq,Yemen,Refugees (incl. refugee-like situations),
2014,Iceland,Afghanistan,Asylum-seekers,10
2014,Iceland,Afghanistan,Refugees (incl. refugee-like situations),11
2014,Iceland,Albania,Asylum-seekers,25
2014,Iceland,Albania,Refugees (incl. refugee-like situations),*
2014,Iceland,Armenia,Asylum-seekers,
2014,Iceland,Armenia,Refugees (incl. refugee-like situations),*
2014,Iceland,Azerbaijan,Asylum-seekers,5
2014,Iceland,Azerbaijan,Refugees (incl. refugee-like situations),
2014,Iceland,Belarus,Asylum-seekers,5
2014,Iceland,Belarus,Refugees (incl. refugee-like situations),
2014,Iceland,China,Asylum-seekers,
2014,Iceland,China,Refugees (incl. refugee-like situations),*
2014,Iceland,Colombia,Asylum-seekers,5
2014,Iceland,Colombia,Refugees (incl. refugee-like situations),
2014,Iceland,Algeria,Asylum-seekers,10
2014,Iceland,Algeria,Refugees (incl. refugee-like situations),
2014,Iceland,Egypt,Asylum-seekers,5
2014,Iceland,Egypt,Refugees (incl. refugee-like situations),
2014,Iceland,Eritrea,Asylum-seekers,5
2014,Iceland,Eritrea,Refugees (incl. refugee-like situations),5
2014,Iceland,Ethiopia,Asylum-seekers,5
2014,Iceland,Ethiopia,Refugees (incl. refugee-like situations),
2014,Iceland,Georgia,Asylum-seekers,10
2014,Iceland,Georgia,Refugees (incl. refugee-like situations),
2014,Iceland,Ghana,Asylum-seekers,5
2014,Iceland,Ghana,Refugees (incl. refugee-like situations),
2014,Iceland,Equatorial Guinea,Asylum-seekers,5
2014,Iceland,Equatorial Guinea,Refugees (incl. refugee-like situations),
2014,Iceland,Honduras,Asylum-seekers,5
2014,Iceland,Honduras,Refugees (incl. refugee-like situations),
2014,Iceland,Croatia,Asylum-seekers,*
2014,Iceland,Croatia,Refugees (incl. refugee-like situations),
2014,Iceland,India,Asylum-seekers,
2014,Iceland,India,Refugees (incl. refugee-like situations),*
2014,Iceland,Iran (Islamic Rep. of),Asylum-seekers,5
2014,Iceland,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),19
2014,Iceland,Iraq,Asylum-seekers,10
2014,Iceland,Iraq,Refugees (incl. refugee-like situations),*
2014,Iceland,Iceland,Asylum-seekers,
2014,Iceland,Iceland,Refugees (incl. refugee-like situations),
2014,Iceland,Kenya,Asylum-seekers,
2014,Iceland,Kenya,Refugees (incl. refugee-like situations),*
2014,Iceland,Libya,Asylum-seekers,5
2014,Iceland,Libya,Refugees (incl. refugee-like situations),*
2014,Iceland,Sri Lanka,Asylum-seekers,
2014,Iceland,Sri Lanka,Refugees (incl. refugee-like situations),*
2014,Iceland,Morocco,Asylum-seekers,*
2014,Iceland,Morocco,Refugees (incl. refugee-like situations),
2014,Iceland,Rep. of Moldova,Asylum-seekers,
2014,Iceland,Rep. of Moldova,Refugees (incl. refugee-like situations),*
2014,Iceland,The former Yugoslav Republic of Macedonia,Asylum-seekers,10
2014,Iceland,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),*
2014,Iceland,Mauritania,Asylum-seekers,
2014,Iceland,Mauritania,Refugees (incl. refugee-like situations),*
2014,Iceland,Nigeria,Asylum-seekers,15
2014,Iceland,Nigeria,Refugees (incl. refugee-like situations),
2014,Iceland,Nepal,Asylum-seekers,
2014,Iceland,Nepal,Refugees (incl. refugee-like situations),*
2014,Iceland,Pakistan,Asylum-seekers,5
2014,Iceland,Pakistan,Refugees (incl. refugee-like situations),
2014,Iceland,Russian Federation,Asylum-seekers,15
2014,Iceland,Russian Federation,Refugees (incl. refugee-like situations),*
2014,Iceland,Sudan,Asylum-seekers,
2014,Iceland,Sudan,Refugees (incl. refugee-like situations),*
2014,Iceland,Senegal,Asylum-seekers,
2014,Iceland,Senegal,Refugees (incl. refugee-like situations),*
2014,Iceland,Somalia,Asylum-seekers,*
2014,Iceland,Somalia,Refugees (incl. refugee-like situations),5
2014,Iceland,Serbia and Kosovo (S/RES/1244 (1999)),Asylum-seekers,
2014,Iceland,Serbia and Kosovo (S/RES/1244 (1999)),Refugees (incl. refugee-like situations),*
2014,Iceland,Syrian Arab Rep.,Asylum-seekers,5
2014,Iceland,Syrian Arab Rep.,Refugees (incl. refugee-like situations),7
2014,Iceland,Ukraine,Asylum-seekers,10
2014,Iceland,Ukraine,Refugees (incl. refugee-like situations),6
2014,Iceland,Uzbekistan,Asylum-seekers,
2014,Iceland,Uzbekistan,Refugees (incl. refugee-like situations),*
2014,Iceland,Stateless,Asylum-seekers,5
2014,Iceland,Stateless,Refugees (incl. refugee-like situations),5
2014,Iceland,Various/Unknown,Asylum-seekers,25
2014,Iceland,Various/Unknown,Refugees (incl. refugee-like situations),*
2014,Israel,Armenia,Asylum-seekers,
2014,Israel,Armenia,Refugees (incl. refugee-like situations),*
2014,Israel,Burundi,Asylum-seekers,*
2014,Israel,Burundi,Refugees (incl. refugee-like situations),*
2014,Israel,Central African Rep.,Asylum-seekers,
2014,Israel,Central African Rep.,Refugees (incl. refugee-like situations),*
2014,Israel,Côte d'Ivoire,Asylum-seekers,
2014,Israel,Côte d'Ivoire,Refugees (incl. refugee-like situations),*
2014,Israel,Cameroon,Asylum-seekers,
2014,Israel,Cameroon,Refugees (incl. refugee-like situations),*
2014,Israel,Dem. Rep. of the Congo,Asylum-seekers,
2014,Israel,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),208
2014,Israel,Colombia,Asylum-seekers,
2014,Israel,Colombia,Refugees (incl. refugee-like situations),*
2014,Israel,Eritrea,Asylum-seekers,*
2014,Israel,Eritrea,Refugees (incl. refugee-like situations),32668
2014,Israel,Ethiopia,Asylum-seekers,
2014,Israel,Ethiopia,Refugees (incl. refugee-like situations),86
2014,Israel,Iran (Islamic Rep. of),Asylum-seekers,
2014,Israel,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),6
2014,Israel,Iraq,Asylum-seekers,*
2014,Israel,Iraq,Refugees (incl. refugee-like situations),9
2014,Israel,Israel,Asylum-seekers,
2014,Israel,Israel,Refugees (incl. refugee-like situations),
2014,Israel,Lebanon,Asylum-seekers,
2014,Israel,Lebanon,Refugees (incl. refugee-like situations),*
2014,Israel,Liberia,Asylum-seekers,
2014,Israel,Liberia,Refugees (incl. refugee-like situations),*
2014,Israel,Myanmar,Asylum-seekers,
2014,Israel,Myanmar,Refugees (incl. refugee-like situations),*
2014,Israel,Mongolia,Asylum-seekers,
2014,Israel,Mongolia,Refugees (incl. refugee-like situations),*
2014,Israel,Mauritania,Asylum-seekers,
2014,Israel,Mauritania,Refugees (incl. refugee-like situations),*
2014,Israel,Niger,Asylum-seekers,
2014,Israel,Niger,Refugees (incl. refugee-like situations),*
2014,Israel,Nigeria,Asylum-seekers,
2014,Israel,Nigeria,Refugees (incl. refugee-like situations),*
2014,Israel,Nepal,Asylum-seekers,
2014,Israel,Nepal,Refugees (incl. refugee-like situations),*
2014,Israel,Dem. People's Rep. of Korea,Asylum-seekers,
2014,Israel,Dem. People's Rep. of Korea,Refugees (incl. refugee-like situations),*
2014,Israel,Rwanda,Asylum-seekers,
2014,Israel,Rwanda,Refugees (incl. refugee-like situations),*
2014,Israel,Sudan,Asylum-seekers,*
2014,Israel,Sudan,Refugees (incl. refugee-like situations),6588
2014,Israel,Sierra Leone,Asylum-seekers,
2014,Israel,Sierra Leone,Refugees (incl. refugee-like situations),*
2014,Israel,South Sudan,Asylum-seekers,*
2014,Israel,South Sudan,Refugees (incl. refugee-like situations),106
2014,Israel,Syrian Arab Rep.,Asylum-seekers,
2014,Israel,Syrian Arab Rep.,Refugees (incl. refugee-like situations),*
2014,Israel,Chad,Asylum-seekers,
2014,Israel,Chad,Refugees (incl. refugee-like situations),*
2014,Israel,Turkey,Asylum-seekers,
2014,Israel,Turkey,Refugees (incl. refugee-like situations),*
2014,Israel,Various/Unknown,Asylum-seekers,5558
2014,Israel,Various/Unknown,Refugees (incl. refugee-like situations),7
2014,Israel,Zimbabwe,Asylum-seekers,
2014,Israel,Zimbabwe,Refugees (incl. refugee-like situations),*
2014,Italy,Afghanistan,Asylum-seekers,1778
2014,Italy,Afghanistan,Refugees (incl. refugee-like situations),8991
2014,Italy,Angola,Asylum-seekers,*
2014,Italy,Angola,Refugees (incl. refugee-like situations),36
2014,Italy,Albania,Asylum-seekers,71
2014,Italy,Albania,Refugees (incl. refugee-like situations),256
2014,Italy,Argentina,Asylum-seekers,*
2014,Italy,Argentina,Refugees (incl. refugee-like situations),
2014,Italy,Armenia,Asylum-seekers,52
2014,Italy,Armenia,Refugees (incl. refugee-like situations),225
2014,Italy,Australia,Asylum-seekers,*
2014,Italy,Australia,Refugees (incl. refugee-like situations),
2014,Italy,Azerbaijan,Asylum-seekers,*
2014,Italy,Azerbaijan,Refugees (incl. refugee-like situations),69
2014,Italy,Burundi,Asylum-seekers,*
2014,Italy,Burundi,Refugees (incl. refugee-like situations),12
2014,Italy,Benin,Asylum-seekers,61
2014,Italy,Benin,Refugees (incl. refugee-like situations),70
2014,Italy,Burkina Faso,Asylum-seekers,215
2014,Italy,Burkina Faso,Refugees (incl. refugee-like situations),599
2014,Italy,Bangladesh,Asylum-seekers,4018
2014,Italy,Bangladesh,Refugees (incl. refugee-like situations),1357
2014,Italy,Bahrain,Asylum-seekers,
2014,Italy,Bahrain,Refugees (incl. refugee-like situations),*
2014,Italy,Bahamas,Asylum-seekers,*
2014,Italy,Bahamas,Refugees (incl. refugee-like situations),
2014,Italy,Bosnia and Herzegovina,Asylum-seekers,102
2014,Italy,Bosnia and Herzegovina,Refugees (incl. refugee-like situations),375
2014,Italy,Belarus,Asylum-seekers,*
2014,Italy,Belarus,Refugees (incl. refugee-like situations),31
2014,Italy,Belize,Asylum-seekers,*
2014,Italy,Belize,Refugees (incl. refugee-like situations),
2014,Italy,Bolivia (Plurinational State of),Asylum-seekers,*
2014,Italy,Bolivia (Plurinational State of),Refugees (incl. refugee-like situations),9
2014,Italy,Brazil,Asylum-seekers,10
2014,Italy,Brazil,Refugees (incl. refugee-like situations),31
2014,Italy,Bhutan,Asylum-seekers,
2014,Italy,Bhutan,Refugees (incl. refugee-like situations),*
2014,Italy,Botswana,Asylum-seekers,*
2014,Italy,Botswana,Refugees (incl. refugee-like situations),
2014,Italy,Central African Rep.,Asylum-seekers,24
2014,Italy,Central African Rep.,Refugees (incl. refugee-like situations),32
2014,Italy,Canada,Asylum-seekers,
2014,Italy,Canada,Refugees (incl. refugee-like situations),*
2014,Italy,Switzerland,Asylum-seekers,*
2014,Italy,Switzerland,Refugees (incl. refugee-like situations),
2014,Italy,Chile,Asylum-seekers,*
2014,Italy,Chile,Refugees (incl. refugee-like situations),5
2014,Italy,China,Asylum-seekers,56
2014,Italy,China,Refugees (incl. refugee-like situations),98
2014,Italy,Côte d'Ivoire,Asylum-seekers,1105
2014,Italy,Côte d'Ivoire,Refugees (incl. refugee-like situations),4603
2014,Italy,Cameroon,Asylum-seekers,134
2014,Italy,Cameroon,Refugees (incl. refugee-like situations),628
2014,Italy,Dem. Rep. of the Congo,Asylum-seekers,63
2014,Italy,Dem. Rep. of the Congo,Refugees (incl. refugee-like situations),427
2014,Italy,Congo,Asylum-seekers,57
2014,Italy,Congo,Refugees (incl. refugee-like situations),486
2014,Italy,Colombia,Asylum-seekers,26
2014,Italy,Colombia,Refugees (incl. refugee-like situations),475
2014,Italy,Cabo Verde,Asylum-seekers,
2014,Italy,Cabo Verde,Refugees (incl. refugee-like situations),17
2014,Italy,Cuba,Asylum-seekers,23
2014,Italy,Cuba,Refugees (incl. refugee-like situations),142
2014,Italy,Djibouti,Asylum-seekers,
2014,Italy,Djibouti,Refugees (incl. refugee-like situations),*
2014,Italy,Dominican Rep.,Asylum-seekers,*
2014,Italy,Dominican Rep.,Refugees (incl. refugee-like situations),*
2014,Italy,Algeria,Asylum-seekers,65
2014,Italy,Algeria,Refugees (incl. refugee-like situations),113
2014,Italy,Ecuador,Asylum-seekers,*
2014,Italy,Ecuador,Refugees (incl. refugee-like situations),14
2014,Italy,Egypt,Asylum-seekers,506
2014,Italy,Egypt,Refugees (incl. refugee-like situations),1145
2014,Italy,Eritrea,Asylum-seekers,314
2014,Italy,Eritrea,Refugees (incl. refugee-like situations),13357
2014,Italy,Western Sahara,Asylum-seekers,*
2014,Italy,Western Sahara,Refugees (incl. refugee-like situations),*
2014,Italy,Ethiopia,Asylum-seekers,58
2014,Italy,Ethiopia,Refugees (incl. refugee-like situations),2354
2014,Italy,Gabon,Asylum-seekers,9
2014,Italy,Gabon,Refugees (incl. refugee-like situations),14
2014,Italy,Georgia,Asylum-seekers,67
2014,Italy,Georgia,Refugees (incl. refugee-like situations),130
2014,Italy,Ghana,Asylum-seekers,1738
2014,Italy,Ghana,Refugees (incl. refugee-like situations),1733
2014,Italy,Guinea,Asylum-seekers,649
2014,Italy,Guinea,Refugees (incl. refugee-like situations),1026
2014,Italy,Gambia,Asylum-seekers,6136
2014,Italy,Gambia,Refugees (incl. refugee-like situations),1923
2014,Italy,Guinea-Bissau,Asylum-seekers,300
2014,Italy,Guinea-Bissau,Refugees (incl. refugee-like situations),166
2014,Italy,Equatorial Guinea,Asylum-seekers,13
2014,Italy,Equatorial Guinea,Refugees (incl. refugee-like situations),8
2014,Italy,Guatemala,Asylum-seekers,
2014,Italy,Guatemala,Refugees (incl. refugee-like situations),*
2014,Italy,Guyana,Asylum-seekers,*
2014,Italy,Guyana,Refugees (incl. refugee-like situations),
2014,Italy,Honduras,Asylum-seekers,*
2014,Italy,Honduras,Refugees (incl. refugee-like situations),7
2014,Italy,Croatia,Asylum-seekers,
2014,Italy,Croatia,Refugees (incl. refugee-like situations),18
2014,Italy,Haiti,Asylum-seekers,*
2014,Italy,Haiti,Refugees (incl. refugee-like situations),8
2014,Italy,Indonesia,Asylum-seekers,*
2014,Italy,Indonesia,Refugees (incl. refugee-like situations),
2014,Italy,India,Asylum-seekers,58
2014,Italy,India,Refugees (incl. refugee-like situations),113
2014,Italy,Iran (Islamic Rep. of),Asylum-seekers,229
2014,Italy,Iran (Islamic Rep. of),Refugees (incl. refugee-like situations),1412
2014,Italy,Iraq,Asylum-seekers,313
2014,Italy,Iraq,Refugees (incl. refugee-like situations),2913
2014,Italy,Israel,Asylum-seekers,*
2014,Italy,Israel,Refugees (incl. refugee-like situations),*
2014,Italy,Italy,Asylum-seekers,
2014,Italy,Italy,Refugees (incl. refugee-like situations),
2014,Italy,Jamaica,Asylum-seekers,
2014,Italy,Jamaica,Refugees (incl. refugee-like situations),*
2014,Italy,Jordan,Asylum-seekers,24
2014,Italy,Jordan,Refugees (incl. refugee-like situations),12
2014,Italy,Kazakhstan,Asylum-seekers,*
2014,Italy,Kazakhstan,Refugees (incl. refugee-like situations),5
2014,Italy,Kenya,Asylum-seekers,10
2014,Italy,Kenya,Refugees (incl. refugee-like situations),102
2014,Italy,Kyrgyzstan,Asylum-seekers,*
2014,Italy,Kyrgyzstan,Refugees (incl. refugee-like situations),*
2014,Italy,Cambodia,Asylum-seekers,*
2014,Italy,Cambodia,Refugees (incl. refugee-like situations),*
2014,Italy,Rep. of Korea,Asylum-seekers,*
2014,Italy,Rep. of Korea,Refugees (incl. refugee-like situations),
2014,Italy,Kuwait,Asylum-seekers,6
2014,Italy,Kuwait,Refugees (incl. refugee-like situations),*
2014,Italy,Lao People's Dem. Rep.,Asylum-seekers,*
2014,Italy,Lao People's Dem. Rep.,Refugees (incl. refugee-like situations),
2014,Italy,Lebanon,Asylum-seekers,54
2014,Italy,Lebanon,Refugees (incl. refugee-like situations),310
2014,Italy,Liberia,Asylum-seekers,42
2014,Italy,Liberia,Refugees (incl. refugee-like situations),765
2014,Italy,Libya,Asylum-seekers,80
2014,Italy,Libya,Refugees (incl. refugee-like situations),227
2014,Italy,Sri Lanka,Asylum-seekers,50
2014,Italy,Sri Lanka,Refugees (incl. refugee-like situations),673
2014,Italy,Lesotho,Asylum-seekers,
2014,Italy,Lesotho,Refugees (incl. refugee-like situations),*
2014,Italy,Morocco,Asylum-seekers,155
2014,Italy,Morocco,Refugees (incl. refugee-like situations),253
2014,Italy,Rep. of Moldova,Asylum-seekers,14
2014,Italy,Rep. of Moldova,Refugees (incl. refugee-like situations),111
2014,Italy,Madagascar,Asylum-seekers,6
2014,Italy,Madagascar,Refugees (incl. refugee-like situations),10
2014,Italy,Mexico,Asylum-seekers,*
2014,Italy,Mexico,Refugees (incl. refugee-like situations),*
2014,Italy,The former Yugoslav Republic of Macedonia,Asylum-seekers,6
2014,Italy,The former Yugoslav Republic of Macedonia,Refugees (incl. refugee-like situations),200
2014,Italy,Mali,Asylum-seekers,6469
2014,Italy,Mali,Refugees (incl. refugee-like situations),5552
2014,Italy,Myanmar,Asylum-seekers,*
2014,Italy,Myanmar,Refugees (incl. refugee-like situations),23
2014,Italy,Montenegro,Asylum-seekers,11
2014,Italy,Montenegro,Refugees (incl. refugee-like situations),51
2014,Italy,Mongolia,Asylum-seekers,
2014,Italy,Mongolia,Refugees (incl. refugee-like situations),6
